reviews.text,reviews.rating,sentiment_score,sentiment,text
Echo-Dot is doing the same thing. Just doesn't have the huge speaker.Echo-Dot can be connected to external speakers via blue-tooth or cable (though it's speakers are not bad for voice responses from it),5,2,POSITIVE,echo dot thing doesn t huge speaker echo dot connect external speaker blue tooth cable s speaker bad voice response
I can see many more uses for this. I like the way it can be improved easily with more functionality added.,5,2,POSITIVE,use like way improve easily functionality add
Like to have in house. It makes life easier and no need to browse internet,5,2,POSITIVE,like house make life easy need browse internet
My Grandson love this tablet it's great for a 6 year old,5,2,POSITIVE,grandson love tablet s great year old
"If you love the idea of having all your books in the same place, at all times. you should get an Amazon Fire. I purchased this tablet for my Fiancé because he reads tons of books. Now he doesn't have to remember where his books are, because he can now have them at all times on one device!",5,2,POSITIVE,love idea have book place time amazon fire purchase tablet fiancé read ton book doesn t remember book time device
The Amazon Echo is the missing link to the complete smart home strategy. A must get for anyone looking to unify their smart home devices into a sensible and easy to use gadget.,5,2,POSITIVE,amazon echo miss link complete smart home strategy look unify smart home device sensible easy use gadget
"Easy setup, great sound, stylish, and fun to use!I'd love one for every room in my home!",5,2,POSITIVE,easy setup great sound stylish fun use d love room home
overalls a great price and good processor for personal use. Great for small children value and size.,5,2,POSITIVE,overall great price good processor personal use great small child value size
Can't say how much my wife loves the Echo. She is constantly talking to Alexa and playing music while doing housework. Great decision to buy!,5,2,POSITIVE,t wife loves echo constantly talk alexa play music housework great decision buy
"This streaming content box packs a lot of punch for it's size. Very responsive to your commands whether using handheld remote or voice activation. Very easy to set up, register, and use.Some of the content is a little misleading as you need to look for the prime banner otherwise you have to purchase to watch which was a surprise for me as when I saw all the selections, I was excited about all the offerings. Some of the movies I wanted to see, weren't even available. But there is still plenty of other stuff to watch. I'll give it a year trial to see if its really worthwhile, but seems ok so far when you bring music content and free 2 day shipping into the package.",5,2,POSITIVE,stream content box pack lot punch s size responsive command handheld remote voice activation easy set register use content little misleading need look prime banner purchase watch surprise see selection excited offering movie want weren t available plenty stuff watch ll year trial worthwhile ok far bring music content free day shipping package
"I love everything about this reader. The book advertising on the lock screen is so cool in my house, its such a small thing but it makes us smile every time. I do think its kinda weird that it flickers sometimes but after watching product videos I see that its not abnormal. Maybe if I looked it up I'd understand but its not bothersome enough to do so. Overall I would buy this item again no questions asked.",5,2,POSITIVE,love reader book advertising lock screen cool house small thing make smile time think kinda weird flicker watch product video abnormal maybe look d understand bothersome overall buy item question ask
"I was looking for something new to use to read with and this was a good choice. Easy to navigate, multi functional and great color!",5,2,POSITIVE,look new use read good choice easy navigate multi functional great color
This is a great tablet for children and really has an easy to use format. The apps work well and keep the kid entertained by not distracting them with the mechanics.,5,2,POSITIVE,great tablet child easy use format app work kid entertain distract mechanic
like better than the 7 inch Kindle better to read.,5,2,POSITIVE,like well inch kindle well read
nice tabket for the money with many nice features and durable,5,2,POSITIVE,nice tabket money nice feature durable
"I have found little to complain about since purchasing this device. It's sturdy, bright, and a touchscreen.Perfect for what you use it for. Get a nice case for it and it becomes indestructible!",5,2,POSITIVE,find little complain purchase device s sturdy bright touchscreen perfect use nice case indestructible
There are so many uses for this. From shopping online to playing music to playing games. This also can be used for homework help.,5,2,POSITIVE,use shop online playing music playing game homework help
Great streaming box to watch anything from the internet.,5,2,POSITIVE,great streaming box watch internet
I bought two of these for two of my children. The parental controls are great and I can easily control their access to content. The ability to make them do something educational like read for 30 min before playing games is awesome. This tablet does everything I wanted it to do.,5,2,POSITIVE,buy child parental control great easily control access content ability educational like read min playing game awesome tablet want
"I love this Kindle--easy to use, great on the eyes.",5,2,POSITIVE,love kindle easy use great eye
Ipad killer! A fierce tablet at a convinient price!,5,2,POSITIVE,ipad killer fierce tablet convinient price
Love the Fire box! Saves us tons on TV. Love all the Apps.,5,2,POSITIVE,love fire box save ton tv love app
I love having Alexa around. When you have your hands full you can still get information or set a timer without having to empty your hands or wash the meatloaf off first. I can't wait to see what all she can do.,5,2,POSITIVE,love have alexa hand information set timer have hand wash meatloaf t wait
"my 2 year old daughter loves this tablet! I witnessed her drop it once (off the couch to laminate floor) nothing I can tell was affected. I was a little reluctant to buy this for such a young child, but with the way we seem to rely on technology these days, plus the cost, I just had to buy it. my favorite feature is the parental controls that allow me to set times ...not just times that it can be used but for certain content as well! I can set the tablet so when my older kids (10 and 8) log in, they need to complete educational tasks for an allotted amount of time before free play... and the whole thing logs out after a certain time so I don't have to go searching for it in their rooms at night :) great tablet, glad I got the bumper too, great price",5,2,POSITIVE,year old daughter love tablet witness drop couch laminate floor tell affect little reluctant buy young child way rely technology day plus cost buy favorite feature parental control allow set time times certain content set tablet old kid log need complete educational task allot time free play thing log certain time don t search room night great tablet glad get bumper great price
This is an awesome product love the flexibility it has with not only book reading but other apps as well.,5,2,POSITIVE,awesome product love flexibility book reading app
very good,5,2,POSITIVE,good
Bought for friend so could have face time with grandbaby.,5,2,POSITIVE,buy friend face time grandbaby
I have several of the fire sticks. This is faster and works better than the fire stick.,5,2,POSITIVE,fire stick fast work well fire stick
"If you like reading, this is the thing to get, so much better than tablet for reading.",5,2,POSITIVE,like read thing well tablet reading
"Amazing flexibility and range of available apps (over 2,000!) for this product. My daughter loves it!!",5,2,POSITIVE,amazing flexibility range available app product daughter love
"This does what is suppose to do, and I haven't had not over issue with it... I give it a thumbs up!",5,2,POSITIVE,suppose haven t issue thumb
Very very beautiful design...and very good sound..great quality.........like it..!,5,2,POSITIVE,beautiful design good sound great quality like
"Got the Echo home and immediately set it up and started to use it. Linked my smart devices and spent a few minutes testing the lights, thermostat, etc. All worked extremely smooth and the sensitivity of the microphone was great. My kids spent the afternoon taking turns asking Alexa to play ""Who Let the Dogs Out."" Fun times.",5,2,POSITIVE,get echo home immediately set start use link smart device spend minute testing light thermostat etc work extremely smooth sensitivity microphone great kid spend afternoon take turn ask alexa play let dog fun time
Great tablet starter for kids and also like that it comes in different colors,5,2,POSITIVE,great tablet starter kid like come different color
"I am a prime member & I love this tablet. Very user friendly especially if you are a prime member with amazon. Not real tech savvy so I need all the help I can get to keep things simple & automatic. Great clarity of picture/data. Have a 10"" tablet and wasn't sure about downgrading size (old eyes) but was delighted to see it works fine at 8"" instead of 10"". Also, easier to take around in the smaller size. Highly recommend especially if you subscribe to Amazon and are a prime member. Great benefits!!",5,2,POSITIVE,prime member love tablet user friendly especially prime member amazon real tech savvy need help thing simple automatic great clarity picture datum tablet wasn t sure downgrading size old eye delight work fine instead easy small size highly recommend especially subscribe amazon prime member great benefit
"Love this product it does everything, answers questions, plays my music from iPhone plays games tells jokes etc ...",5,2,POSITIVE,love product answer question play music iphone play game tell joke etc
I gave this as a Christmas present and they are using it every day!,5,2,POSITIVE,give christmas present day
"Music and timers, jokes and light controls, at first it seems like a might be nice to have and then you realize just how much it really can do and you need it...",5,2,POSITIVE,music timer joke light control like nice realize need
Bought it for my niece who is autistic and she loves it . works great and easy to use.,5,2,POSITIVE,buy niece autistic love work great easy use
"I have a previous version of the Kindle, but this one surpasses it in every way, from the resolution to the automatic brightness display. Recommend it highly.",5,2,POSITIVE,previous version kindle surpasse way resolution automatic brightness display recommend highly
The Tablet was better than expected.Excellent Choice on my part.,5,2,POSITIVE,tablet well expect excellent choice
I am extremely satisfied with this e-reader. It makes for ease on the eyes and fits comfortably in my hands.,5,2,POSITIVE,extremely satisfied e reader make ease eye fit comfortably hand
I mainly use for listening to music and it works great to have between the kitchen and living room. I was already an Amazon Prime member so set up was extremely easy. Family likes to ask Alexa silly questions...it's a little entertaining.,5,2,POSITIVE,mainly use listen music work great kitchen living room amazon prime member set extremely easy family like ask alexa silly question s little entertaining
You cannot get a better tablet for the price and Best Buy had it on sale.,5,2,POSITIVE,well tablet price good buy sale
It's the best choice for $30 to leave home or with friends.,5,2,POSITIVE,s good choice leave home friend
"Needless to say..Kindle Paperwhite is awesome product worth of millions as it holds invaluable books in 4GB space as well as in amazons cloud ... Its 6"" anti-glare touch-screen display with 300 ppi resolution gives you a real feel of reading... its night mode gives the flexibility to read books in dark... Battery backup lasts for days....perfect for book lovers.. give it a try.. all the best..",5,2,POSITIVE,needless kindle paperwhite awesome product worth million hold invaluable book gb space amazon cloud anti glare touch screen display ppi resolution give real feel read night mode give flexibility read book dark battery backup last day perfect book lover try good
The Amazon tap I like other then I wish you could just say her name and she would respond. Sounds great when playing music,5,2,POSITIVE,amazon tap like wish respond sound great playing music
Love it ! very easy to use!!! Good picture for movies!,5,2,POSITIVE,love easy use good picture movie
Best streaming device on the market today. Amazon is a good company.,5,2,POSITIVE,good streaming device market today amazon good company
This has worked flawlessly since I bought it a few months ago. Easy to use. Nice apps. Used primarily for Playstation Vue tv.,5,2,POSITIVE,work flawlessly buy month ago easy use nice app primarily playstation vue tv
This product is perfect for reading alongside my computer while I type.,5,2,POSITIVE,product perfect reading alongside computer type
Bought for my kids and they love it! Amazon on top again,5,2,POSITIVE,buy kid love amazon
I got this to put kodi on and stream 4K stuff. Works great,5,2,POSITIVE,get kodi stream k stuff work great
Love this product! Great for entertaining purposes.,5,2,POSITIVE,love product great entertaining purpose
Love everything about it. Does everthing it says it will only better than the other devices I have. The only negative is it does not have an optical out. But that is not something that would make me not buy it again.,5,2,POSITIVE,love everthing say well device negative optical buy
Ready to buy another pleased with item overall easy to use,5,2,POSITIVE,ready buy pleased item overall easy use
Item works great. Gets all of the channels and sites I am looking for and more.,5,2,POSITIVE,item work great get channel site look
Font and lighting options enhance readability. Light weight and durable.,5,2,POSITIVE,font lighting option enhance readability light weight durable
"I debated buying the new Kindle Oasis, since I've owned every Kindle since the first release. It was worth the money, as the form factor is the best yet... it's comfortable to hold in one hand, and the text is crisp and easy to read.",5,2,POSITIVE,debate buy new kindle oasis ve own kindle release worth money form factor good s comfortable hold hand text crisp easy read
Just as you would expect it sounds great and works.,5,2,POSITIVE,expect sound great work
VERY HAPPY WITH STREAMING CHOICE. THE FIRESTICK TV,5,2,POSITIVE,happy streaming choice firestick tv
I love this tablet.It is very efficient and easy to use.,5,2,POSITIVE,love tablet efficient easy use
"I bought this tablet for my wife. The tablet is easy to setup, not very bulky. This is a tablet for casual use and not for any serious use. Simple interface and easy to use, great product as the first tablet.",5,2,POSITIVE,buy tablet wife tablet easy setup bulky tablet casual use use simple interface easy use great product tablet
"My kid love it, especially the sd card slot.Tgey can watch there favorite movies on the microsd.",5,2,POSITIVE,kid love especially sd card slot tgey watch favorite movie microsd
this is my favorite set-top box. You have all the same functions as the others but you can also side load apps as well such as Kodi and emulators to play old school games like Super Mario and Zelda. If you have amazon prime the Alexa feature is pretty awesome as well finding music on prime and getting random information.,5,2,POSITIVE,favorite set box function load app kodi emulator play old school game like super mario zelda amazon prime alexa feature pretty awesome find music prime get random information
This is my 4th kindle and is easily the best one I've ever had. It is very comfortable to hold and is very compact. I was surprised how small it is but has the same screen size as my other kindles. It may look costly at first but remember you are getting a cover with additional battery.,5,2,POSITIVE,th kindle easily well ve comfortable hold compact surprised small screen size kindle look costly remember getting cover additional battery
Great tablet especially for the price.Brother loved it for Christmas.,5,2,POSITIVE,great tablet especially price brother love christmas
Easy to set up and use. new skills being added all the time. we now have two echo and a dot in the house. makes playing music all over so easy and convenient.,5,2,POSITIVE,easy set use new skill add time echo dot house make play music easy convenient
"my daughter really loves her kindle fire,awesome choice",5,2,POSITIVE,daughter love kindle fire awesome choice
"Great screen, fast and responsive touch controls, and linked to Amazon for your apps. Overall, the best tablet you can find for under $50.",5,2,POSITIVE,great screen fast responsive touch control link amazon app overall good tablet find
"Fantastic screen, super long battery life, touch screen navigation, e-ink clarity in all lighting conditions, and the vast Amazon content ecosystem. What's not to like? Nothing.",5,2,POSITIVE,fantastic screen super long battery life touch screen navigation e ink clarity lighting condition vast amazon content ecosystem s like
I use this for videos the quality is great I use headsets the speaker is good for quiet places not to loud.,5,2,POSITIVE,use video quality great use headset speaker good quiet place loud
Better than I expected in performance very reposnsive,5,2,POSITIVE,well expect performance reposnsive
"It fits easily into smallest purse so it's always at hand when waiting in lines while traveling. Lightweight, especially without the case. Shape of back provides easy grip. Accelerometer allows it to be held in either hand. Would like to be able to charge the reader and the case separate, but that's a minor thing.",5,2,POSITIVE,fit easily small purse s hand waiting line travel lightweight especially case shape provide easy grip accelerometer allow held hand like able charge reader case separate s minor thing
"This is my third Kindle and the best one yet. Love the new controls, the backlit page, the compact size and the ease of use. I would recommend the Kindle Voyage to all readers!",5,2,POSITIVE,kindle good love new control backlit page compact size ease use recommend kindle voyage reader
"Bought this as a gift for my husband. He loves Alexa and speaks to her daily. Can't imagine how he survived without the Flash Briefing or Sports update. The Echo speaker is not as good as our Sonos, but it is great to get the weather or set a timer without touching a device.",5,2,POSITIVE,buy gift husband love alexa speak daily t imagine survive flash briefing sport update echo speaker good sonos great weather set timer touching device
Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,5,2,POSITIVE,easy use tablet day use additional app help increase productivity work daily use
Purchased this for Christmas for my daughter. Its small size allows it to be easily carried around and handled and she will enjoy reading kindle books on it.,5,2,POSITIVE,purchase christmas daughter small size allows easily carry handle enjoy read kindle book
"I love this new Amazon Fire HD. I have a 6 year old and I've set it up so that he has his own password and he loves to read all the free books available. The different shades of back lights are cool. If you purchase the new Amazon Fire HD, it will enhance your reading experience.",5,2,POSITIVE,love new amazon fire hd year old ve set password love read free book available different shade light cool purchase new amazon fire hd enhance read experience
"Even when I’m outside in bright sunlight, the words of the book I’m reading are still crystal clear. That alone makes the Kindle Oasis worth what it cost me.The Kindle Oasis wakes up in just seconds, and any book I choose instantly opens, ready to be read.It is the perfect size and isn’t heavy or bulky. I really do read for hours at a time. Sometimes I pace the floor while I read. Sometimes I’m on my elliptical machine when I read. And sometimes I’m sitting down. No matter what I’m doing, the Kindle Oasis remains comfortable to hold, and it is always easy on my eyes.When I receive a book that is in PDF, most of the time I can enlarge the words. If it won’t allow me to enlarge the words, I can change the orientation of the page and the words are automatically larger. I am able to make notes on the book if needed, and I can highlight words and/or passages.My merlot leather cover is attractive. When I flip it open, it is just like opening the cover of a book.How to Make the Battery LastOn the Kindle Oasis page, it says that its “dual-battery charging system delivers months of battery life.” This was a huge thing for me. Instead of having to charge my tablet almost every day, I would be able to read for months without charging the Kindle!Is this how my Oasis has performed? Well, not so much. There are conditions that have to be met for the charge on your Oasis to last for two months.First, you have to limit your reading to thirty minutes a day. That one is impossible for me. There are days that I am only able to read for thirty minutes, but they don’t occur very often. My Kindle goes everywhere with me, and I use just about every spare moment to read.Second, the wireless needs to be turned off. That one is easy to do but not always easy to remember. The only time the wireless needs to be on is to download one or more books.Third, this is based on your light setting at 10. That is way too low for me. I keep my light setting anywhere from 16 to 18.I don’t limit my reading to thirty minutes a day, and I try to remember to keep my wireless turned off. My light setting is kept anywhere from 16 to 18, and I put my Kindle to sleep the second I’m done reading. So how long does a single charge last me? Ten days is the longest a charge has lasted me so far, but it would have kept a charge for several more days if I had remembered to turn my wireless off. Once I succeed in keeping my wireless off, I will let you know how long the charge lasts.Now, I don’t plug it in to charge as soon as the charge on the cover gets low. I allow my cover charge to go as low as it will possibly go and then the Kindle battery will start to drain since it can no longer charge from the cover. I allow it to drain down to about 50% before I plug the cover and Kindle into my computer to charge.The one thing that surprised me was that everything on the Oasis is in black and white. For some reason, I thought that maybe the book covers would appear in color. But since I bought the Oasis to read books on, color isn’t needed.Special offers do appear on my screen but only when my Kindle is going to sleep or waking up. They aren’t a distraction, and to be honest, they are kind of fun to look at. You can pay a higher price so they won’t appear on your Kindle if you would rather not see them.I asked myself some questions once I had my Kindle and knew just how it worked. If I had known before I bought my Kindle Oasis that the charge wouldn’t last for months, would I still have bought it? Yes, I would have. If I had known that everything would appear in black and white, would I still have bought it? Yes, I would have.",5,2,POSITIVE,m outside bright sunlight word book m read crystal clear make kindle oasis worth cost kindle oasis wakes seconds book choose instantly open ready read perfect size isn t heavy bulky read hour time pace floor read m elliptical machine read m sit matter m kindle oasis remain comfortable hold easy eye receive book pdf time enlarge word win t allow enlarge word change orientation page word automatically large able note book need highlight word passage merlot leather cover attractive flip open like open cover book battery laston kindle oasis page say dual battery charge system deliver month battery life huge thing instead have charge tablet day able read month charge kindle oasis perform condition meet charge oasis month limit read thirty minute day impossible day able read thirty minute don t occur kindle go use spare moment read second wireless need turn easy easy remember time wireless need download book base light set way low light set don t limit read thirty minute day try remember wireless turn light setting keep kindle sleep second m read long single charge day long charge last far keep charge day remember turn wireless succeed keep wireless let know long charge last don t plug charge soon charge cover get low allow cover charge low possibly kindle battery start drain long charge cover allow drain plug cover kindle computer charge thing surprise oasis black white reason think maybe book cover appear color buy oasis read book color isn t need special offer appear screen kindle go sleep wake aren t distraction honest kind fun look pay high price won t appear kindle ask question kindle know work know buy kindle oasis charge wouldn t month buy yes known appear black white buy yes
I am glad that I made this choice for both my kids: they love this gadget it has things for them to learn and play. Great thing about this is customized content for children,5,2,POSITIVE,glad choice kid love gadget thing learn play great thing customize content child
great product used by all ages and everyone love it,5,2,POSITIVE,great product age love
This little $60 tablet is really good for reading ebooks and watching netflix,5,2,POSITIVE,little tablet good reading ebook watch netflix
A great alternative to the more expensive tablets. Battery lasts for quite a while.,5,2,POSITIVE,great alternative expensive tablet battery last
This is a great media device. Mostly use it for XBMC/KODI but has plenty of power for other functions,5,2,POSITIVE,great medium device use xbmc kodi plenty power function
"Real easy to use. Great price. Got 2 of them. One for me and one for my friends son. He uses it to download free books to read, and games to play.",5,2,POSITIVE,real easy use great price get friend son use download free book read game play
"Love the product, it does everything they say and some really cool other stuff not mentioned. Awesome",5,2,POSITIVE,love product cool stuff mention awesome
"Got this for my dad for Christmas. He loved it! He gets on and plays games and browses on the internet. Screen is not to big but not to small it's perfect for him. Works fast! And has some cool little updates such as ""Alexa""",5,2,POSITIVE,get dad christmas love get play game browse internet screen big small s perfect work fast cool little update alexa
Enjoying my Alexa very much. A very cool idea that works,5,2,POSITIVE,enjoy alexa cool idea work
"My grandson had taken over his mom's kindle she got 2 years ago, so we decided to get her a new one and she loves it.",5,2,POSITIVE,grandson take mom s kindle get year ago decide new love
Got this for my husband for Christmas. He's not all that computer/electronics literate but he had no problems setting it up. We love asking her to tell us jokes! Great sound quality. Loved it so much we bought an Echo Dot too.,5,2,POSITIVE,get husband christmas s computer electronic literate problem set love ask tell joke great sound quality love buy echo dot
Great for Amazon Netflix etc... Even better for more advance users Kodi!!,5,2,POSITIVE,great amazon netflix etc well advance user kodi
"I have been using the Amazon Echo for a few weeks now, I have to say its much more responsive then the Google Home when using home automation. A must have for any home.",5,2,POSITIVE,amazon echo week responsive google home home automation home
This tablet is fantastic for the price. It's as good or better than my first fire. The only differences are this one has only 8 gb's of storage but has front and rear cameras. It runs as fast as the other and the resolution is as good.,5,2,POSITIVE,tablet fantastic price s good well fire difference gb s storage rear camera run fast resolution good
"This is a great product and for the cost, it exceeded my expectations! I would recommend this to anyone wanting to carry their book collection all in one device.",5,2,POSITIVE,great product cost exceed expectation recommend want carry book collection device
I enjoy my kindle and would recommend to anyone. There is a good choice of books and reading material also.,5,2,POSITIVE,enjoy kindle recommend good choice book read material
Excelente !!,5,2,POSITIVE,excelente
"My kids love this little fire, they can watch whatever movies for number of times wi",5,2,POSITIVE,kid love little fire watch movie number time wi
Great item! my grandchildren have had a ball with this!,5,2,POSITIVE,great item grandchild ball
"We had one before and it was stolen so we got another and loving it as always, great thing to have on the go or when you don't want a bunch of books all over",5,2,POSITIVE,steal get love great thing don t want bunch book
"easy to setup, great for traveling and reading on the plane",5,2,POSITIVE,easy setup great travel read plane
"If you want to read books without the bulky books, this is what you need. Lightweight even.",5,2,POSITIVE,want read book bulky book need lightweight
Works very good with all my streaming apps and some gaming apps,5,2,POSITIVE,work good streaming app game app
I love these. Works great.nothing like plug and play.,5,2,POSITIVE,love work great like plug play
Purchased this on Black Friday as a gift for my 9 year old. Set up was super easy. I like how I can create multiple profiles on the device so that my son only has access to what I want him to have access to.,5,2,POSITIVE,purchase black friday gift year old set super easy like create multiple profile device son access want access
My kids like it very much! The price is low. The tablet is light weighted.,5,2,POSITIVE,kid like price low tablet light weight
Does everything I expected it to do. Definitely a great product for folks who want a good product with an affordable price.,5,2,POSITIVE,expect definitely great product folk want good product affordable price
I love my FireStick but the addition of 4K streaming is worth getting the FireTV. It seems to be noticeably faster as well.,5,2,POSITIVE,love firestick addition k stream worth get firetv noticeably fast
We love our Amazon television box we want to order another one,5,2,POSITIVE,love amazon television box want order
this was a choice between the Oasis and the Voyage. i made the right choice,5,2,POSITIVE,choice oasis voyage right choice
Work great,5,2,POSITIVE,work great
"Love this tablet, great price and is really fast. Is worth every penny.",5,2,POSITIVE,love tablet great price fast worth penny
"Love this product, and Alexa has become a good friend. I didn't think I would use this device that much, but I was wrong. From the time I get up for work to the time I turn in for the night, I can always think of something interesting to ask Alexa!",5,2,POSITIVE,love product alexa good friend didn t think use device wrong time work time turn night think interesting ask alexa
So very happy with the new kindle ! I highly recommend this product !,5,2,POSITIVE,happy new kindle highly recommend product
I wanted a simple device strictly for books. I did not want pop up pictures or current events running across the bottom of the screen. This is the tool for me. I keep one at home and one in the car for wait times at appointments.,5,2,POSITIVE,want simple device strictly book want pop picture current event run screen tool home car wait time appointment
Very easy to use! Love that you could talk to it and take you where you want.,5,2,POSITIVE,easy use love talk want
Really really really really really really awesome.,5,2,POSITIVE,awesome
"Nice size to work with, not too big or too small to carry with you",5,2,POSITIVE,nice size work big small carry
Great tablet for kids but you have to keep your eye on them to protect them,5,2,POSITIVE,great tablet kid eye protect
"Bought this to cut the cable cord! Works better than I imagined, highly recommend it!",5,2,POSITIVE,buy cut cable cord work well imagine highly recommend
I love the overall design and feel of this Kindle specifically!!,5,2,POSITIVE,love overall design feel kindle specifically
I use the echo to control the lights and thermostat in the house. Syncs with other devices really easy and has a ton of other function.,5,2,POSITIVE,use echo control light thermostat house syncs devices easy ton function
"This is my first tablet and I think it is wonderful. I can do so much on it and I use it everywhere I go. It's the perfect size for me because it fits in my lunch bag and my apron pocket at work. I can do all the same things on it as I do on my laptop computer except edit spreadsheets and text docs. However, I can view them on the tablet.",5,2,POSITIVE,tablet think wonderful use s perfect size fit lunch bag apron pocket work thing laptop computer edit spreadsheet text docs view tablet
My son uses this and he has no problem with navigation of the tablet. It does everything he needs.,5,2,POSITIVE,son use problem navigation tablet need
"The Echo is pretty awesome, especially if you have smart home things! My kids play games with it and can control our entire audio and video library! A little pricey, but worth it IMHO.",5,2,POSITIVE,echo pretty awesome especially smart home thing kid play game control entire audio video library little pricey worth imho
I am pleasantly surprised at how well this works. I bought the e reader and it didn't work so I was nervous buying this kindle. But it works great and my son loves it!,5,2,POSITIVE,pleasantly surprised work buy e reader didn t work nervous buying kindle work great son love
Absolutely makes my home feel more updated. I use her to control all of my lights and TV's,5,2,POSITIVE,absolutely make home feel update use control light tv s
They had the tablet in stock and it is nice that it has the child settings,5,2,POSITIVE,tablet stock nice child setting
"Easy to use, and worth the money. Lots of movies and other features",5,2,POSITIVE,easy use worth money lot movie feature
I bought this for my 5 year old grandson who lives in another state. He loves it and plays with it all the time. My son tells me the games on it are mostly educational and really seem to be helpful. Excellent little device to this time.,5,2,POSITIVE,buy year old grandson live state love play time son tell game educational helpful excellent little device time
Bought this as a gift for my mom's birthday. She really enjoys it.,5,2,POSITIVE,buy gift mom s birthday enjoy
I love the Echo Alexa is great the features make life easier especially with all the compalibility options there are,5,2,POSITIVE,love echo alexa great feature life easy especially compalibility option
He loves it and can watch anything he wants on his own tv,5,2,POSITIVE,love watch want tv
Love it I sent one down to my family in Mexico they loved it,5,2,POSITIVE,love send family mexico love
Get one!! She gets smarter every day.. I've had echo for a few months and love it,5,2,POSITIVE,get smart day ve echo month love
"not top of the line but don't let the price fool you. If you don't already have a tablet and not looking to spend a lot this is perfect. Plenty of free apps and games. You get the most for your dollar on this product, makes a great gift for friends and family.",5,2,POSITIVE,line don t let price fool don t tablet look spend lot perfect plenty free app game dollar product make great gift friend family
I decided to purchase this tablet because my 2 year old son refused to play with his leap frog tablet. He's happy with it and takes it everywhere with him including daycare. Great price!!!!,5,2,POSITIVE,decide purchase tablet year old son refuse play leap frog tablet s happy take include daycare great price
Although it's an inexpensive tablet it packs a lot of stuff! It will do just about anything you want with great speed. Don't hesitate to buy this!,5,2,POSITIVE,s inexpensive tablet pack lot stuff want great speed don t hesitate buy
"Works exactly what I wanted it for. Camera isn't great, but I had no intention of using it anyway",5,2,POSITIVE,work exactly want camera isn t great intention
I read many of the reviews about this tablet prior to purchasing it and was so glad that I did. It's a great tablet.Simple to use at a price that can't be beat. The item arrived in the promised timeframe and in good condition. Very happy with this purchase and will buy more for gift giving!,5,2,POSITIVE,read review tablet prior purchase glad s great tablet simple use price t beat item arrive promise timeframe good condition happy purchase buy gift giving
I really love the new shape and size of the kindle HD. My daughter uses it and can control it great.,5,2,POSITIVE,love new shape size kindle hd daughter use control great
Love this voice activated device. Great sound for a single speaker!,5,2,POSITIVE,love voice activate device great sound single speaker
nice product,5,2,POSITIVE,nice product
The Amazon Fire TV is very easy to setup works faster than Fire Stick because of a Ethernet connection.,5,2,POSITIVE,amazon fire tv easy setup work fast fire stick ethernet connection
"I owned 2 Fire Sticks. I wanted a device I could hardwire my Ethernet connection and have the ability to stream 4K content, so I purchased the upgraded Fire TV Player. I'm a Primer Member so this device is a no brainer for me to fulfill my streaming needs. Highly recommended.",5,2,POSITIVE,own fire stick want device hardwire ethernet connection ability stream k content purchase upgrade fire tv player m primer member device brainer fulfill streaming need highly recommend
Bought as gifts for my parents. Good tablet for introducing them to smart devices.,5,2,POSITIVE,buy gift parent good tablet introduce smart device
This has been a great addition to our home. We love using it to play music and getting general information.,5,2,POSITIVE,great addition home love play music get general information
Amazon makes great tablets and this is at a great price,5,2,POSITIVE,amazon make great tablet great price
"great price, great screen and resolution, easy to use and good performance for less than $50.",5,2,POSITIVE,great price great screen resolution easy use good performance
Easy to set up. East tie you. Would highly recommend this product to others,5,2,POSITIVE,easy set east tie highly recommend product
Easy on the eyes. Smaller and even better than earlier versions,5,2,POSITIVE,easy eye smaller well early version
"Amazed that with the Kindle Fire my kids are able to play games, view movies and read",5,2,POSITIVE,amazed kindle fire kid able play game view movie read
This is great for an 8 yr old. She had out grown her Nabi and likes taking pictures this does just the trick. The memory can be extended to hold more pictures. Great tablet.,5,2,POSITIVE,great yr old grown nabi like take picture trick memory extend hold picture great tablet
"I replaced this with a fire stick hoping it would be faster, and it definitely is. It keeps apps opened to where you last left them, no more loading the app every time you turn on your tv. Well worth the extra $55.",5,2,POSITIVE,replace fire stick hope fast definitely keep app open left load app time turn tv worth extra
This is one for the living room. And my other one Is for travel one.,5,2,POSITIVE,live room travel
This is terrific. What a joy. Easy to install. Easy to use.,5,2,POSITIVE,terrific joy easy install easy use
Does it job and hope amazon keeps adding more apps,5,2,POSITIVE,job hope amazon keep add app
"I bought this to put in my room to use with prime music. Works great, Alexa is way smarter than Siri. With the Alexa app or another echo device you can drop in and use as intercom.",5,2,POSITIVE,buy room use prime music work great alexa way smart siri alexa app echo device drop use intercom
4 year old grand daughter loves it. Good size for her and easy to operate.,5,2,POSITIVE,year old grand daughter love good size easy operate
purchased for my daughter to read and she loves it.,5,2,POSITIVE,purchase daughter read love
"Alexa is amazing. Music is easy to get, either from Amazon or Pandora. Alexa easily understands commands. Wish others in my family responded as well as she does.",5,2,POSITIVE,alexa amazing music easy amazon pandora alexa easily understand command wish family respond
"This is a first for an adult. Price is right, easy to use and just the right size.",5,2,POSITIVE,adult price right easy use right size
My kids love there new tablets they were affordable and easy to use my kids love them,5,2,POSITIVE,kid love new tablet affordable easy use kid love
"Love it, even my grandbabies love the echo they always asking her questions",5,2,POSITIVE,love grandbabie love echo ask question
